formatted_date,XIU.TO,HXT.TO,VCN.TO,XUU.TO,ZCN.TO
2017-04-12,26.945323815139677,31.399999618530273,34.016883401239475,24.77197338562363,24.876066085717458
2017-04-13,26.759092809958954,31.190000534057617,33.78065373581343,24.73068581833847,24.71101009267379
2017-04-17,27.0617187483898,31.540000915527344,34.0920466409497,24.906154041901285,24.935013209076086
2017-04-18,26.92204438447991,31.3799991607666,33.95245805977996,25.00937099141463,24.84069646248911
2017-04-19,26.805651671278483,31.239999771118164,33.75917998735671,25.15387550821314,24.722799967083237
2017-04-20,26.956963530469558,31.43000030517578,33.963193909985975,25.360307438540264,24.84069646248911
2017-04-21,26.96860324579944,31.450000762939453,33.95245805977996,25.329343731775957,24.84069646248911
2017-04-24,27.213030607580876,31.739999771118164,34.210161473662716,25.618348827973843,25.04111983007251
2017-04-25,27.27122918423029,31.790000915527344,34.26384891687154,25.927999676513878,25.064699578891407
2017-04-26,27.108277609709333,31.6200008392334,34.059832946197595,26.01057284238464,24.923223334666638
2017-04-27,26.817291386608368,31.260000228881836,33.71622839435391,26.000250950563352,24.687432592543505
2017-04-28,26.956963530469558,31.420000076293945,33.93098226327855,26.020892765506368,24.817116713670213
2017-05-01,26.91040688919873,31.3700008392334,33.87729277202506,26.06218033279153,24.79353921353993
2017-05-02,26.991882676459205,31.469999313354492,33.963193909985975,26.144753498662293,24.864276211308006
2017-05-03,26.887127458538963,31.34000015258789,33.823605328816235,26.103467900076694,24.746379715902133
2017-05-04,26.665977307368593,31.079999923706055,33.50147657347395,26.217004772711764,24.534166473909284
2017-05-05,27.00352239178909,31.459999084472656,33.87729277202506,26.124109715019713,24.79353921353993
2017-05-08,27.108277609709333,31.610000610351562,34.059832946197595,26.165397282304877,24.923223334666638
2017-05-09,26.956963530469558,31.420000076293945,33.87729277202506,26.24797044817564,24.769959464721033
2017-05-10,27.05007903305992,31.540000915527344,34.016883401239475,26.144753498662293,24.876066085717458
2017-05-11,26.91040688919873,31.360000610351562,33.83434322706693,26.134431606841,24.75816959031158
2017-05-12,26.91040688919873,31.360000610351562,33.823605328816235,26.11378782319842,24.746379715902133
2017-05-15,27.073358463719686,31.549999237060547,34.038359197740874,26.124109715019713,24.887855960126906
2017-05-16,26.887127458538963,31.350000381469727,33.85581902356834,25.97960716692077,24.75816959031158
2017-05-17,26.38663079959751,30.75,33.26524690804791,25.638992611616427,24.333743106325883
2017-05-18,26.421549945587156,30.790000915527344,33.26524690804791,25.64931450343772,24.38090260396368
2017-05-19,26.724173663969307,31.149999618530273,33.66254095114509,25.64931450343772,24.616693346086812
2017-05-23,26.78237224061872,31.229999542236328,33.71622839435391,25.845426510643115,24.66385284372461
2017-05-24,26.662485650295277,31.06999969482422,33.57663981318417,25.711243885665898,24.569536097137632
2017-05-25,26.685925734608386,31.100000381469727,33.555164016682774,25.938319599635605,24.569536097137632
2017-05-26,26.69764577676494,31.1200008392334,33.54442611843207,25.876390217407423,24.569536097137632
2017-05-29,26.721083625708573,31.1200008392334,33.56590191493347,25.876390217407423,24.58132597154708
2017-05-30,26.65076560813872,31.059999465942383,33.44778708222045,25.886712109228714,24.522376599499836
2017-05-31,26.615605481669057,31.020000457763672,33.41557543551303,25.958963383278185,24.463429476141208
2017-06-01,26.826561769748093,31.260000228881836,33.69475259785251,26.11378782319842,24.675642718134057
2017-06-02,26.767963794334793,31.200000762939453,33.61958935814229,26.24797044817564,24.616693346086812
