formatted_date,HXS.TO,ZQQ.TO,INC-UN.TO
2011-07-20,5.684999942779541,18.5,8.65999984741211
2011-07-21,5.755000114440918,18.670000076293945,8.84000015258789
2011-07-22,5.769999980926514,18.899999618530273,8.75
2011-07-25,5.715000152587891,18.81999969482422,8.75
2011-07-26,5.715000152587891,18.8700008392334,8.680000305175781
2011-07-27,5.599999904632568,18.3799991607666,8.565
2011-07-28,5.625,18.440000534057617,8.575076701220343
2011-07-29,5.545000076293945,18.389999389648438,8.514617454865398
2011-08-02,5.389999866485596,17.829999923706055,8.464234909730799
2011-08-03,5.360000133514404,18.0,8.363470780428717
2011-08-04,5.150000095367432,17.190000534057617,8.212323145024916
2011-08-05,5.144999980926514,17.0,8.020870626673979
2011-08-08,4.864999771118164,16.0,7.55735294117647
2011-08-09,4.945000171661377,16.530000686645508,7.668194252182455
2011-08-10,4.78000020980835,16.139999389648438,7.60773548631107
2011-08-11,4.994999885559082,16.950000762939453,8.252628988939172
2011-08-12,5.050000190734863,16.93000030517578,7.859647251016953
2011-08-15,5.050000190734863,17.149999618530273,7.889876393710865
2011-08-16,5.125,17.079999923706055,7.82941762783948
2011-08-17,5.090000152587891,16.90999984741211,7.9704880815393775
2011-08-18,4.875,15.9399995803833,7.82941762783948
2011-08-19,4.809999942779541,15.800000190734863,7.567429642396814
2011-08-22,4.864999771118164,15.8100004196167,7.55735294117647
2011-08-23,4.804999828338623,16.31999969482422,7.597658785090727
2011-08-24,5.019999980926514,16.649999618530273,7.648041330225327
2011-08-25,5.065000057220459,16.399999618530273,7.55735294117647
2011-08-26,4.900000095367432,16.780000686645508,7.547276239956126
2011-08-29,5.170000076293945,17.270000457763672,7.771981860802594
2011-08-30,5.164999961853027,17.43000030517578,7.873576296776124
2011-08-31,5.199999809265137,17.309999465942383,8.025968192956661
2011-09-01,5.164999961853027,17.290000915527344,8.127562628930193
2011-09-02,5.03000020980835,16.93000030517578,7.995489619944361
2011-09-06,4.90500020980835,16.68000030517578,7.70086551340088
2011-09-07,5.119999885559082,17.219999313354492,7.711025199218475
2011-09-08,5.125,17.15999984741211,7.6195899646220555
2011-09-09,5.125,16.829999923706055,7.70086551340088
2011-09-12,4.96999979019165,16.719999313354492,7.670387424829062
2011-09-13,5.0,17.219999313354492,7.62974965043965
2011-09-14,5.110000133514404,17.559999465942383,7.62974965043965
2011-09-15,5.110000133514404,17.649999618530273,7.802459949374411
2011-09-16,5.199999809265137,17.90999984741211,7.802459949374411
2011-09-19,5.199999809265137,18.010000228881836,7.670387424829062
2011-09-20,5.199999809265137,17.8799991607666,7.680546626206174
2011-09-21,5.110000133514404,17.760000228881836,7.639908851816761
2011-09-22,4.809999942779541,17.0,7.467198068441518
2011-09-23,4.860000133514404,17.1299991607666,7.680546626206174
2011-09-26,4.960000038146973,17.040000915527344,7.467198068441518
2011-09-27,5.090000152587891,17.510000228881836,7.6195899646220555
2011-09-28,5.0,17.280000686645508,7.679530739010416
2011-09-29,4.889999866485596,17.040000915527344,7.679530739010415
2011-09-30,4.849999904632568,16.6200008392334,7.6283336721164465
2011-10-03,4.715000152587891,16.200000762939453,7.403067651936097
2011-10-04,4.650000095367432,16.399999618530273,7.3928280432567375
2011-10-05,4.860000133514404,16.93000030517578,7.3928280432567375
2011-10-06,4.940000057220459,17.18000030517578,7.6283336721164465
2011-10-07,5.0,17.25,7.6283336721164465
2011-10-11,5.125,17.799999237060547,7.659052009903111
2011-10-12,5.199999809265137,18.0,7.751206535011689
2011-10-13,5.150000095367432,18.010000228881836,7.730727805904384
2011-10-14,5.150000095367432,18.31999969482422,7.8843180300834605
2011-10-17,5.179999828338623,18.049999237060547,7.638573280795806
2011-10-18,5.179999828338623,18.309999465942383,7.781924384546938
2011-10-19,5.239999771118164,17.969999313354492,7.751206535011689
2011-10-20,5.139999866485596,17.889999389648438,7.833121451440907
2011-10-21,5.275000095367432,18.030000686645508,7.781924384546938
2011-10-24,5.364999771118164,18.459999084472656,7.8433605718688515
2011-10-25,5.295000076293945,18.049999237060547,7.822881842761547
2011-10-26,5.260000228881836,18.049999237060547,7.792163993226298
2011-10-27,5.480000019073486,18.5,8.054291780483954
2011-10-28,5.489999771118164,18.559999465942383,8.095542915737848
2011-10-31,5.360000133514404,18.360000610351562,8.116168483364797
2011-11-01,5.230000019073486,17.780000686645508,7.9305383747222695
2011-11-02,5.25,17.90999984741211,7.940850912659583
2011-11-03,5.394999980926514,18.299999237060547,7.992415077603112
2011-11-04,5.355000019073486,18.25,7.951163942349217
2011-11-07,5.375,18.299999237060547,7.909912807095322
2011-11-08,5.425000190734863,18.559999465942383,7.992415077603112
2011-11-09,5.25,17.8700008392334,7.755220804017056
2011-11-10,5.295000076293945,17.8799991607666,7.837723074524845
2011-11-11,5.295000076293945,18.239999771118164,7.889287239468374
2011-11-14,5.349999904632568,18.06999969482422,7.899599777405688
2011-11-15,5.375,18.350000381469727,8.033666212857007
2011-11-16,5.304999828338623,17.969999313354492,7.806784968960585
2011-11-17,5.179999828338623,17.489999771118164,7.827410536587532
2011-11-18,5.210000038146973,17.479999542236328,7.724282206700474
2011-11-21,5.114999771118164,17.100000381469727,7.621154368565737
2011-11-22,5.059999942779541,17.149999618530273,7.683031071446579
2011-11-23,5.005000114440918,16.81999969482422,7.559277665684895
2011-11-24,4.974999904632568,16.790000915527344,7.569590695374528
2011-11-25,4.965000152587891,16.510000228881836,7.569590695374528
2011-11-28,5.119999885559082,17.110000610351562,7.628373619171094
2011-11-29,5.110000133514404,17.110000610351562,7.690730835947153
2011-11-30,5.324999809265137,17.719999313354492,7.846624125672852
2011-12-01,5.324999809265137,17.81999969482422,7.877802486275328
2011-12-02,5.389999866485596,17.8799991607666,7.940159703051386
2011-12-05,5.355000019073486,17.969999313354492,8.054481514926382
2011-12-06,5.389999866485596,18.020000457763672,7.992124298150323
2011-12-07,5.375,17.989999771118164,8.054481514926382
2011-12-08,5.320000171661377,17.690000534057617,7.97133855922497
2011-12-09,5.324999809265137,17.989999771118164,8.054481514926382
2011-12-12,5.304999828338623,17.690000534057617,7.960945441976739
2011-12-13,5.315000057220459,17.540000915527344,7.97133855922497
