formatted_date,VTI,VIG,VXUS,HXS.TO,ZQQ.TO
2011-07-05,69.37000274658203,56.599998474121094,51.540000915527344,22.940000534057617,18.440000534057617
2011-07-06,69.51000213623047,56.90999984741211,51.27000045776367,22.920000076293945,18.450000762939453
2011-07-07,70.26000213623047,57.529998779296875,51.75,23.219999313354492,18.75
2011-07-08,69.76000213623047,57.119998931884766,51.22999954223633,22.979999542236328,18.68000030517578
2011-07-11,68.47000122070312,56.34000015258789,49.86000061035156,22.700000762939453,18.299999237060547
2011-07-12,68.16999816894531,56.18000030517578,49.5,22.520000457763672,18.229999542236328
2011-07-13,68.43000030517578,56.279998779296875,50.2400016784668,22.700000762939453,18.25
2011-07-14,67.8499984741211,55.939998626708984,49.91999816894531,22.719999313354492,18.059999465942383
2011-07-15,68.27999877929688,56.209999084472656,50.11000061035156,22.440000534057617,18.239999771118164
2011-07-18,67.6500015258789,55.72999954223633,49.5,22.31999969482422,18.200000762939453
2011-07-19,68.79000091552734,56.540000915527344,50.150001525878906,22.739999771118164,18.610000610351562
2011-07-20,68.75,56.34000015258789,50.56999969482422,22.739999771118164,18.5
2011-07-21,69.58999633789062,56.88999938964844,51.47999954223633,23.020000457763672,18.670000076293945
2011-07-22,69.70999908447266,56.630001068115234,51.56999969482422,23.079999923706055,18.899999618530273
2011-07-25,69.26000213623047,56.27000045776367,51.290000915527344,22.860000610351562,18.81999969482422
2011-07-26,68.97000122070312,55.70000076293945,51.470001220703125,22.860000610351562,18.8700008392334
2011-07-27,67.44999694824219,54.650001525878906,50.529998779296875,22.399999618530273,18.3799991607666
2011-07-28,67.22000122070312,54.349998474121094,50.2599983215332,22.5,18.440000534057617
2011-07-29,66.8499984741211,54.04999923706055,50.40999984741211,22.18000030517578,18.389999389648438
2011-08-01,66.55000305175781,53.84000015258789,50.029998779296875,,
2011-08-02,64.79000091552734,52.630001068115234,48.70000076293945,21.559999465942383,17.829999923706055
2011-08-03,65.1500015258789,52.900001525878906,48.7599983215332,21.440000534057617,18.0
2011-08-04,61.880001068115234,50.66999816894531,45.619998931884766,20.600000381469727,17.190000534057617
2011-08-05,61.619998931884766,50.97999954223633,45.95000076293945,20.579999923706055,17.0
2011-08-08,57.349998474121094,48.15999984741211,42.68000030517578,19.459999084472656,16.0
2011-08-09,60.220001220703125,50.0,44.959999084472656,19.780000686645508,16.530000686645508
2011-08-10,57.65999984741211,47.81999969482422,43.0,19.1200008392334,16.139999389648438
2011-08-11,60.29999923706055,49.79999923706055,44.86000061035156,19.979999542236328,16.950000762939453
2011-08-12,60.70000076293945,50.369998931884766,45.290000915527344,20.200000762939453,16.93000030517578
2011-08-15,62.02000045776367,51.22999954223633,46.369998931884766,20.200000762939453,17.149999618530273
2011-08-16,61.43000030517578,50.97999954223633,45.849998474121094,20.5,17.079999923706055
2011-08-17,61.439998626708984,51.0,45.95000076293945,20.360000610351562,16.90999984741211
2011-08-18,58.70000076293945,49.099998474121094,43.90999984741211,19.5,15.9399995803833
2011-08-19,57.650001525878906,48.56999969482422,43.209999084472656,19.239999771118164,15.800000190734863
2011-08-22,57.65999984741211,48.709999084472656,43.45000076293945,19.459999084472656,15.8100004196167
2011-08-23,59.63999938964844,50.2400016784668,44.72999954223633,19.219999313354492,16.31999969482422
2011-08-24,60.4900016784668,50.81999969482422,44.68000030517578,20.079999923706055,16.649999618530273
2011-08-25,59.47999954223633,50.0,43.779998779296875,20.260000228881836,16.399999618530273
2011-08-26,60.470001220703125,50.650001525878906,44.380001068115234,19.600000381469727,16.780000686645508
2011-08-29,62.36000061035156,51.939998626708984,45.45000076293945,20.68000030517578,17.270000457763672
2011-08-30,62.529998779296875,52.040000915527344,45.540000915527344,20.65999984741211,17.43000030517578
2011-08-31,62.779998779296875,52.31999969482422,46.150001525878906,20.799999237060547,17.309999465942383
2011-09-01,62.06999969482422,51.790000915527344,45.849998474121094,20.65999984741211,17.290000915527344
2011-09-02,60.369998931884766,50.599998474121094,44.70000076293945,20.1200008392334,16.93000030517578
2011-09-06,59.9900016784668,50.2400016784668,43.43000030517578,19.6200008392334,16.68000030517578
2011-09-07,61.779998779296875,51.4900016784668,44.880001068115234,20.479999542236328,17.219999313354492
2011-09-08,61.040000915527344,50.970001220703125,44.040000915527344,20.5,17.15999984741211
2011-09-09,59.45000076293945,49.599998474121094,42.61000061035156,20.5,16.829999923706055
2011-09-12,59.869998931884766,49.84000015258789,42.27000045776367,19.8799991607666,16.719999313354492
2011-09-13,60.470001220703125,50.2599983215332,42.68000030517578,20.0,17.219999313354492
2011-09-14,61.33000183105469,51.060001373291016,43.0099983215332,20.440000534057617,17.559999465942383
2011-09-15,62.400001525878906,51.869998931884766,43.84000015258789,20.440000534057617,17.649999618530273
2011-09-16,62.70000076293945,52.099998474121094,43.72999954223633,20.799999237060547,17.90999984741211
2011-09-19,62.040000915527344,51.619998931884766,42.7400016784668,20.799999237060547,18.010000228881836
2011-09-20,61.81999969482422,51.630001068115234,42.83000183105469,20.799999237060547,17.8799991607666
2011-09-21,59.810001373291016,50.2400016784668,41.56999969482422,20.440000534057617,17.760000228881836
2011-09-22,57.970001220703125,48.4900016784668,39.70000076293945,19.239999771118164,17.0
2011-09-23,58.306,48.694999847412106,40.029998779296875,19.440000534057617,17.1299991607666
2011-09-26,59.67599893188476,49.91500106811523,40.599998474121094,19.84000015258789,17.040000915527344
2011-09-27,60.42599893188476,50.52500167846679,41.70000076293945,20.360000610351562,17.510000228881836
2011-09-28,59.056,49.49499908447265,40.880001068115234,20.0,17.280000686645508
2011-09-29,59.48600030517578,50.014999542236325,41.72999954223633,19.559999465942383,17.040000915527344
2011-09-30,58.02600122070312,49.0449983215332,40.310001373291016,19.399999618530273,16.6200008392334
2011-10-03,56.11600137329101,47.785,39.099998474121094,18.860000610351562,16.200000762939453
2011-10-04,57.515999084472654,48.80500045776367,39.54999923706055,18.600000381469727,16.399999618530273
2011-10-05,58.68600106811523,49.49499908447265,40.22999954223633,19.440000534057617,16.93000030517578
2011-10-06,59.8159983215332,50.15499893188476,41.5099983215332,19.760000228881836,17.18000030517578
2011-10-07,59.27600122070312,49.98500076293945,41.16999816894531,20.0,17.25
2011-10-10,61.306,51.47499862670898,42.68000030517578,,
2011-10-11,61.355999237060544,51.444999847412106,42.47999954223633,20.5,17.799999237060547
2011-10-12,61.93600106811523,51.854999694824215,43.56999969482422,20.799999237060547,18.0
2011-10-13,61.855999237060544,51.674999389648434,43.43000030517578,20.600000381469727,18.010000228881836
2011-10-14,62.97599816894531,52.48500076293945,44.06999969482422,20.600000381469727,18.31999969482422
2011-10-17,61.706001525878904,51.56499877929687,42.790000915527344,20.719999313354492,18.049999237060547
2011-10-18,62.945999389648435,52.56499877929687,43.68000030517578,20.719999313354492,18.309999465942383
2011-10-19,62.11600137329101,52.24499908447265,42.810001373291016,20.959999084472656,17.969999313354492
2011-10-20,62.39600015258789,52.47499862670898,42.79999923706055,20.559999465942383,17.889999389648438
2011-10-21,63.5659983215332,53.63499847412109,43.83000183105469,21.100000381469727,18.030000686645508
2011-10-24,64.62599969482422,54.05500045776367,44.7400016784668,21.459999084472656,18.459999084472656
2011-10-25,63.3159983215332,53.08499923706054,43.959999084472656,21.18000030517578,18.049999237060547
2011-10-26,63.99599862670898,53.48500076293945,44.54999923706055,21.040000915527344,18.049999237060547
2011-10-27,66.19599938964843,54.96500030517578,46.75,21.920000076293945,18.5
2011-10-28,66.25599694824218,54.9350015258789,46.380001068115234,21.959999084472656,18.559999465942383
2011-10-31,64.58599877929687,53.72499862670898,44.439998626708984,21.440000534057617,18.360000610351562
2011-11-01,62.875999694824216,52.39500061035156,42.939998626708984,20.920000076293945,17.780000686645508
2011-11-02,63.90599847412109,53.365001831054684,43.790000915527344,21.0,17.90999984741211
2011-11-03,65.14599633789062,54.2949983215332,44.810001373291016,21.579999923706055,18.299999237060547
2011-11-04,64.79599786376953,54.104999694824215,44.20000076293945,21.420000076293945,18.25
2011-11-07,65.12599969482422,54.40499893188476,44.560001373291016,21.5,18.299999237060547
2011-11-08,65.90599847412109,55.014999542236325,44.97999954223633,21.700000762939453,18.559999465942383
2011-11-09,63.40599847412109,53.194999847412106,42.619998931884766,21.0,17.8700008392334
2011-11-10,63.96599984741211,53.72499862670898,43.15999984741211,21.18000030517578,17.8799991607666
2011-11-11,65.22599816894531,54.785,44.20000076293945,21.18000030517578,18.239999771118164
2011-11-14,64.58599877929687,54.424999389648434,43.529998779296875,21.399999618530273,18.06999969482422
2011-11-15,64.97599816894531,54.59500137329101,43.65999984741211,21.5,18.350000381469727
2011-11-16,63.89600015258789,53.84500137329101,42.540000915527344,21.219999313354492,17.969999313354492
2011-11-17,62.855999237060544,53.15499893188476,41.91999816894531,20.719999313354492,17.489999771118164
2011-11-18,62.765999084472654,53.264999542236325,42.029998779296875,20.84000015258789,17.479999542236328
2011-11-21,61.605999237060544,52.31499877929687,41.11000061035156,20.459999084472656,17.100000381469727
2011-11-22,61.3159983215332,52.22499862670898,40.70000076293945,20.239999771118164,17.149999618530273
2011-11-23,59.956001525878904,51.22499862670898,39.66999816894531,20.020000457763672,16.81999969482422
2011-11-25,59.765999084472654,51.14500061035156,39.439998626708984,19.860000610351562,16.510000228881836
2011-11-28,61.556,52.46500030517578,41.22999954223633,20.479999542236328,17.110000610351562
2011-11-29,61.74599862670898,52.785,41.33000183105469,20.440000534057617,17.110000610351562
2011-11-30,64.34600091552734,54.72499862670898,43.5,21.299999237060547,17.719999313354492
2011-12-01,64.34600091552734,54.615001831054684,43.08000183105469,21.299999237060547,17.81999969482422
2011-12-02,64.31600213623047,54.48500076293945,43.18000030517578,21.559999465942383,17.8799991607666
2011-12-05,65.01599908447265,54.944999847412106,43.630001068115234,21.420000076293945,17.969999313354492
2011-12-06,65.04599786376953,55.06499877929687,43.40999984741211,21.559999465942383,18.020000457763672
2011-12-07,65.21600366210937,55.1850015258789,43.66999816894531,21.5,17.989999771118164
2011-12-08,63.74599862670898,54.264999542236325,42.13999938964844,21.280000686645508,17.690000534057617
2011-12-09,64.87599969482422,55.115001831054684,43.119998931884766,21.299999237060547,17.989999771118164
2011-12-12,63.886001831054685,54.40499893188476,41.880001068115234,21.219999313354492,17.690000534057617
2011-12-13,63.206001525878904,53.96500030517578,41.18000030517578,21.260000228881836,17.540000915527344
2011-12-14,62.48600030517578,53.365001831054684,40.83000183105469,20.719999313354492,17.299999237060547
2011-12-15,62.71599984741211,53.604999694824215,40.959999084472656,20.860000610351562,17.25
2011-12-16,62.92599893188476,53.62500015258789,40.959999084472656,20.860000610351562,17.31999969482422
2011-12-19,62.195999389648435,53.174999389648434,40.470001220703125,20.600000381469727,17.1200008392334
2011-12-20,64.13600183105468,54.65499893188476,41.75,21.239999771118164,17.670000076293945
2011-12-21,64.25700015258789,54.77699984741211,41.680999389648434,21.239999771118164,17.329999923706055
2011-12-22,64.917,54.95700015258789,42.07099877929687,21.399999618530273,17.540000915527344
2011-12-23,65.40699786376953,55.517001525878904,42.31100045776367,21.600000381469727,17.733000839233398
2011-12-27,65.417,55.6269983215332,42.22100030517578,,
2011-12-28,64.62699908447266,54.96699847412109,41.39099847412109,21.440000534057617,17.563000762939453
2011-12-29,65.25699633789063,55.55699862670898,42.00099908447265,21.600000381469727,17.68299969482422
2011-12-30,64.96700305175781,55.267001525878904,42.1910015258789,21.579999923706055,17.653000915527343
2012-01-03,65.87699908447266,55.8769983215332,43.38100015258789,21.8799991607666,18.02299984741211
2012-01-04,65.90699786376953,55.90700091552734,43.1910015258789,21.81999969482422,18.04300030517578
2012-01-05,66.19699877929688,55.857001678466794,42.73099862670898,21.940000534057617,18.162999237060546
2012-01-06,66.04699725341797,55.67700137329101,42.1910015258789,21.899999618530273,18.2429991607666
2012-01-09,66.19699877929688,55.756999389648435,42.4410015258789,21.899999618530273,18.223000610351562
2012-01-10,66.84700030517578,56.166999237060544,43.08100091552734,22.18000030517578,18.363
2012-01-11,66.96700305175781,55.96699847412109,42.99100076293945,22.079999923706055,18.363
2012-01-12,67.12699908447266,55.99700106811523,43.16099893188476,22.200000762939453,18.463000381469726
2012-01-13,66.81700152587891,55.78699816894531,42.76100122070312,22.059999465942383,18.342999542236328
2012-01-17,66.96700305175781,56.14699877929687,43.23099862670898,22.18000030517578,18.502999389648437
2012-01-18,67.7669984741211,56.686999694824216,44.08100091552734,22.399999618530273,18.783000076293945
2012-01-19,68.17700213623047,56.916999237060544,44.541,22.440000534057617,18.893000686645507
2012-01-20,68.19699877929688,56.99700106811523,44.75099908447265,22.479999542236328,18.822999084472656
2012-01-23,68.21700305175781,56.97700061035156,45.01100122070312,22.5,18.842999542236328
2012-01-24,68.20700091552735,57.03699816894531,44.76100122070312,22.5,18.863
2012-01-25,68.82700366210938,57.39699877929687,45.31100045776367,22.700000762939453,19.072999084472656
2012-01-26,68.47699755859375,57.267001525878904,45.270999542236325,22.65999984741211,18.963000381469726
2012-01-27,68.52700061035156,56.97700061035156,45.38100015258789,22.6200008392334,19.08299931335449
2012-01-30,68.25699633789063,56.756999389648435,44.92100106811523,22.5,19.033000076293945
2012-01-31,68.22699755859375,56.686999694824216,45.1910015258789,22.459999084472656,19.102999771118164
2012-02-01,69.00699633789063,57.117,45.840999237060544,22.739999771118164,19.2429991607666
2012-02-02,69.12699908447266,57.096999542236325,45.99100076293945,22.760000228881836,19.313000762939453
2012-02-03,70.1470033569336,57.756999389648435,46.64099847412109,22.760000228881836,19.563000762939453
2012-02-06,70.10700244140625,57.686999694824216,46.39099847412109,22.979999542236328,19.52299984741211
2012-02-07,70.2669984741211,57.81700076293945,46.590999237060544,23.020000457763672,19.602999771118164
2012-02-08,70.417,57.81700076293945,46.791,23.15999984741211,19.70300015258789
2012-02-09,70.52700061035156,57.80699862670898,46.781001678466794,23.200000762939453,19.842999542236328
2012-02-10,69.97699755859375,57.45700015258789,45.98099862670898,23.020000457763672,19.713000381469726
2012-02-13,70.50699633789063,57.857001678466794,46.48099862670898,23.020000457763672,19.863
2012-02-14,70.40699786376953,57.80699862670898,46.17100106811523,23.15999984741211,19.912999237060546
2012-02-15,70.10700244140625,57.517001525878904,46.35100137329101,23.059999465942383,19.783000076293945
2012-02-16,70.93699664306641,58.02699984741211,46.791,23.31999969482422,20.08299931335449
2012-02-17,71.03700274658203,58.1269983215332,47.07099877929687,23.399999618530273,20.012999618530273
2012-02-21,71.00699633789063,58.076999084472654,47.07099877929687,23.31999969482422,19.9929991607666
2012-02-22,70.78700274658203,57.88700045776367,46.97100030517578,23.299999237060547,19.963000381469726
2012-02-23,71.17700213623047,58.186999694824216,47.25099908447265,23.440000534057617,20.072999084472656
2012-02-24,71.27700061035156,58.31700076293945,47.5509983215332,23.479999542236328,20.162999237060546
2012-02-27,71.33699816894531,58.346999542236325,47.13100015258789,23.65999984741211,20.223000610351562
2012-02-28,71.53700274658203,58.416999237060544,47.6910015258789,23.559999465942383,20.363
2012-02-29,71.07700366210938,58.23699893188476,47.1910015258789,23.579999923706055,20.303000534057617
2012-03-01,71.61699694824219,58.357001678466794,47.81100045776367,23.68000030517578,20.473000610351562
2012-03-02,71.2669984741211,58.17700137329101,47.31100045776367,23.559999465942383,20.422999465942382
2012-03-05,70.94699877929688,58.13700045776367,46.950999847412106,23.440000534057617,20.283000076293945
2012-03-06,69.81700152587891,57.346999542236325,45.60100137329101,23.100000381469727,20.02299984741211
2012-03-07,70.417,57.686999694824216,46.13100015258789,23.100000381469727,20.153000915527343
2012-03-08,71.13700122070313,58.15700091552734,47.121001831054684,23.520000457763672,20.473000610351562
2012-03-09,71.48699969482422,58.357001678466794,47.00099908447265,23.600000381469727,20.473000610351562
2012-03-12,71.43699664306641,58.49700106811523,46.781001678466794,23.579999923706055,20.45300015258789
2012-03-13,72.74700183105469,59.31700076293945,47.56100045776367,23.799999237060547,20.88300045776367
2012-03-14,72.59700030517578,59.1269983215332,47.07099877929687,24.020000457763672,20.942999923706054
2012-03-15,73.0169984741211,59.436999694824216,47.46099816894531,24.059999465942383,20.9929991607666
2012-03-16,73.12699908447266,59.346999542236325,47.67100106811523,24.15999984741211,20.963000381469726
2012-03-19,73.3970033569336,59.39699877929687,47.770999542236325,24.260000228881836,21.123000228881835
2012-03-20,73.1470033569336,59.117,47.1910015258789,24.18000030517578,21.192999923706054
