formatted_date,HXS.TO,EQL.TO,HSH.TO,ULV-C.TO,ULV-F.TO,VFV.TO,VSP.TO,XSP.TO,XUS.TO,ZSP-U.TO,ZSP.TO,ZUE.TO,HULC.TO,VUN.TO,VUS.TO
2013-10-09,7.534999847412109,,,,24.020000457763672,31.099919539818767,29.887199890074815,19.692456903165123,21.590151943301105,18.3799991607666,19.2118558092944,26.549675278416654,,24.407816520248705,34.85273746560255
2013-10-10,7.684999942779541,,,,24.3799991607666,31.741469069047273,30.529607539232213,20.106380968586603,21.961357007814446,18.74683952331543,19.648028123341312,27.12389081015467,,24.8391921300018,35.47511017990649
2013-10-11,7.704999923706055,,,,24.549999237060547,31.82293570676387,30.75393928859117,20.240905549693974,22.051650545359042,18.864410400390625,19.6784574900813,27.31181647256452,,24.999703717800756,35.724056100088816
2013-10-15,7.710000038146973,,,,24.420000076293945,31.863669996781102,30.71315258184861,20.189165781670898,22.14194408290364,18.850000381469727,19.729176325857544,27.25961578470783,,25.0598950848631,35.73443115496878
2013-10-16,7.78000020980835,,,,24.670000076293945,32.06733561991368,31.0394540154289,20.468565265985013,22.212171964645822,19.040000915527344,19.861041429424265,27.625024582361874,,25.21037445924349,36.13897124295811
2013-10-17,7.784999847412109,,,,24.979999542236328,32.20990175033827,31.243391438961595,20.59274149873864,22.28239984638801,19.139999389648438,19.942189631940497,27.72942794940386,,25.35082353365437,36.408663315976305
2013-10-18,7.849999904632568,,,,25.0,32.423752888293,31.447330807404253,20.737616401945385,22.513151060983237,19.34000015258789,20.074056670232977,28.032197514692754,,25.531399548290462,36.70947659671034
2013-10-21,7.849999904632568,,,,24.889999389648438,32.4135693157887,31.518709002886194,20.747962776553493,22.50311823308203,19.299999237060547,20.04362536876723,27.99043537134452,,25.521367334871893,36.68873044387447
2013-10-22,7.894999980926514,,,,25.190000534057617,32.62742045374343,31.71245120841572,20.86179263469901,22.61347742642904,19.459999084472656,20.19577800664445,28.136600881734736,,25.661814495833717,36.95842647381673
2013-10-23,7.925000190734863,,,,25.229999542236328,32.769986584168024,31.600284361281265,20.758311124907234,22.75393318991341,19.31999969482422,20.29721374347118,28.011316443018636,,25.7721669299889,36.719851651590304
2013-10-24,7.985000133514404,,,,25.270000457763672,33.02457006982213,31.681859719676336,20.85144428634527,22.86429238326042,19.420000076293945,20.41893507988265,28.105279274223562,,25.982837671431632,36.88581691735321
2013-10-25,8.024999618530273,,,,25.399999618530273,33.177321715068885,31.804223729723923,20.934229099429565,23.044877544783358,19.459999084472656,20.53051458386463,28.26188332912224,,26.083157892168245,36.96879757177263
2013-10-28,8.039999961853027,,,,25.399999618530273,33.238419265459015,31.845010436466477,20.95492579613705,23.024813802547204,19.559999465942383,20.611662786380865,28.293204936633416,,26.13331704581202,37.01028987744438
2013-10-29,8.100000381469727,,,,25.510000228881836,33.4522684610959,32.01835831616975,21.09979872559816,23.215431791971344,19.59000015258789,20.723242290362844,28.418487384020917,,26.273766120222902,37.20737239399906
