formatted_date,DFE.TO,DRME.TO,ELV.TO,EMV-B.TO,FLEM.TO,HEMB.TO,MEE.TO,MEME-B.TO,QEBL.TO,QEM.TO,RXD.TO,RXE.TO,VEE.TO,XEB.TO,XEC.TO,XEM.TO,XMM.TO,XSEM.TO,ZEF.TO,ZEM.TO,ZLE.TO,HAZ.TO,HXEM.TO
2011-09-26,,,,,,,,,,,,,,,,21.139999389648438,,,15.60622312776962,13.5600004196167,,11.446860734643202,
2011-09-27,,,,,,,,,,,,,,,,21.68000030517578,,,15.951234147697036,13.800000190734863,,11.757917837981493,
2011-09-28,,,,,,,,,,,,,,,,21.25,,,15.687744656613367,13.65999984741211,,11.553656598281057,
2011-09-29,,,,,,,,,,,,,,,,21.5,,,16.001905352362794,13.739999771118164,,11.668049552186401,
2011-09-30,,,,,,,,,,,,,,,,20.8700008392334,,,15.768819163962286,13.479999542236328,,11.668049552186401,
2011-10-03,,,,,,,,,,,,,,,,20.399999618530273,,,15.718147959296527,13.579999923706055,,11.366468740439009,
2011-10-04,,,,,,,,,,,,,,,,20.709999084472656,,,15.515464107106338,13.399999618530273,,11.210479660574643,
2011-10-05,,,,,,,,,,,,,,,,21.0,,,15.60667111573729,13.420000076293945,,11.40806582840284,
2011-10-06,,,,,,,,,,,,,,,,21.459999084472656,,,15.809355934400324,13.729999542236328,,11.595254648249698,
2011-10-07,,,,,,,,,,,,,,,,21.43000030517578,,,15.708013525068807,13.789999961853027,,11.647251970209297,
2011-10-11,,,,,,,,,,,,,,,,22.149999618530273,,,15.961368581924756,14.199999809265137,,11.81364032206462,
2011-10-12,,,,,,,,,,,,,,,,22.579999923706055,,,16.042442122800832,14.430000305175781,,11.865637644024217,
2011-10-13,,,,,,,,,,,,,,,,22.360000610351562,,,16.042442122800832,14.15999984741211,,11.876036916015176,
2011-10-14,,,,,,,,,,,,,,,,22.530000686645508,,,16.174186868342666,14.300000190734863,,11.980030597929561,
2011-10-17,,,,,,,,,,,,,,,,22.18000030517578,,,16.09311332746659,14.100000381469727,,11.89683449799228,
2011-10-18,,,,,,,,,,,,,,,,22.5,,,16.194454770325265,14.270000457763672,,11.928033275969963,
2011-10-19,,,,,,,,,,,,,,,,22.18000030517578,,,16.224858073008424,14.15999984741211,,11.959231091942836,
2011-10-20,,,,,,,,,,,,,,,,21.700000762939453,,,16.214723638780704,13.949999809265137,,11.907234731988048,
2011-10-21,,,,,,,,,,,,,,,,22.149999618530273,,,16.164052434114947,14.1899995803833,,12.115221133812012,
2011-10-24,,,,,,,,,,,,,,,,22.8799991607666,,,16.224858073008424,14.579999923706055,,12.177616765757758,
2011-10-25,,,,,,,,,,,,,,,,22.729999542236328,,,16.387005154760576,14.470000267028809,,12.136019677793927,
2011-10-26,,,,,,,,,,,,,,,,22.899999618530273,,,16.392072565169006,14.479999542236328,,12.12562136780778,
2011-10-27,,,,,,,,,,,,,,,,23.920000076293945,,,16.514248413156054,15.119999885559082,,12.409522074304181,
2011-10-28,,,,,,,,,,,,,,,,23.799999237060547,,,16.493887066458274,15.050000190734863,,12.294812857341778,
2011-10-31,,,,,,,,,,,,,,,,23.0,,,16.565156634775732,14.800000190734863,,12.138390233175006,
2011-11-01,,,,,,,,,,,,,,,,22.93000030517578,,,16.554974990451797,14.8100004196167,,12.138390233175006,
2011-11-02,,,,,,,,,,,,,,,,23.420000076293945,,,16.63642620309319,14.9399995803833,,12.159247419113482,
2011-11-03,,,,,,,,,,,,,,,,23.65999984741211,,,16.666971136064998,14.9399995803833,,12.294812857341778,
2011-11-04,,,,,,,,,,,,,,,,23.6299991607666,,,16.717877415734588,15.039999961853027,,12.023680051540019,
2011-11-07,,,,,,,,,,,,,,,,23.75,,,16.697514127086716,15.069999694824219,,12.023680051540019,
2011-11-08,,,,,,,,,,,,,,,,23.950000762939453,,,16.73824070438246,15.180000305175781,,12.273956636075887,
2011-11-09,,,,,,,,,,,,,,,,22.889999389648438,,,16.707695771410652,14.550000190734863,,11.898542723944669,
2011-11-10,,,,,,,,,,,,,,,,22.8799991607666,,,16.728059060058523,14.829999923706055,,12.023680051540019,
2011-11-11,,,,,,,,,,,,,,,,23.209999084472656,,,16.61606291444532,14.869999885559082,,12.232244193544103,
2011-11-14,,,,,,,,,,,,,,,,23.06999969482422,,,16.666971136064998,14.819999694824219,,12.065393458744385,
2011-11-15,,,,,,,,,,,,,,,,23.350000381469727,,,16.626244558769255,14.979999542236328,,12.221815118238574,
2011-11-16,,,,,,,,,,,,,,,,22.760000228881836,,,16.59569962579745,14.65999984741211,,12.159247419113482,
2011-11-17,,,,,,,,,,,,,,,,22.25,,,16.473523777810403,14.399999618530273,,12.034108162172965,
2011-11-18,,,,,,,,,,,,,,,,22.350000381469727,,,16.473523777810403,14.550000190734863,,11.981967609008235,
2011-11-21,,,,,,,,,,,,,,,,21.860000610351562,,,16.330984641175483,14.039999961853027,,11.721263878512005,
2011-11-22,,,,,,,,,,,,,,,,21.889999389648438,,,16.22916916891117,14.100000381469727,,11.83597309547441,
2011-11-23,,,,,,,,,,,,,,,,21.469999313354492,,,16.045904425955555,13.9399995803833,,11.689978581940583,
2011-11-24,,,,,,,,,,,,,,,,21.450000762939453,,,15.994997175310921,13.989999771118164,,11.67955143598022,
2011-11-25,,,,,,,,,,,,,,,,21.469999313354492,,,16.142627328302815,14.020000457763672,,11.6482661394088,
2011-11-28,,,,,,,,,,,,,,,,21.989999771118164,,,16.173317436814017,14.119999885559082,,11.797389668887359,
2011-11-29,,,,,,,,,,,,,,,,21.90999984741211,,,16.285844907918587,14.130000114440918,,11.828765525122071,
2011-11-30,,,,,,,,,,,,,,,,23.06999969482422,,,16.3472231737611,14.619999885559082,,12.121608784968974,
2011-12-01,,,,,,,,,,,,,,,,22.90999984741211,,,16.25515577499733,14.5600004196167,,12.152983673708889,
2011-12-02,,,,,,,,,,,,,,,,22.899999618530273,,,16.469981656626015,14.640000343322754,,12.152983673708889,
2011-12-05,,,,,,,,,,,,,,,,23.200000762939453,,,16.54158995863893,14.6899995803833,,12.236654558657712,
2011-12-06,,,,,,,,,,,,,,,,22.770000457763672,,,16.56205003097973,14.5,,12.184360497438396,
2011-12-07,,,,,,,,,,,,,,,,22.760000228881836,,,16.54158995863893,14.539999961853027,,12.205277734928204,
2011-12-08,,,,,,,,,,,,,,,,22.260000228881836,,,16.490441728966818,14.270000457763672,,12.132067403713878,
2011-12-09,,,,,,,,,,,,,,,,22.600000381469727,,,16.55181999480933,14.520000457763672,,12.226194972418012,
2011-12-12,,,,,,,,,,,,,,,,22.0,,,16.521129886298127,14.0,,12.079773342494562,
2011-12-13,,,,,,,,,,,,,,,,21.920000076293945,,,16.55181999480933,14.210000038146973,,12.152983673708889,
2011-12-14,,,,,,,,,,,,,,,,21.75,,,16.53135992246853,13.949999809265137,,12.006563011280234,
2011-12-15,,,,,,,,,,,,,,,,21.780000686645508,,,16.592738188311042,14.020000457763672,,12.069314723749658,
2011-12-16,,,,,,,,,,,,,,,,21.979999542236328,,,16.60296822448144,14.100000381469727,,12.069314723749658,
2011-12-19,,,,,,,,,,,,,,,,21.399999618530273,,,16.623428296822244,13.779999732971191,,12.027480248770042,
2011-12-20,,,,,,,,,,,,,,,,22.1299991607666,,,16.654118405333445,14.180000305175781,,12.236654558657712,
2011-12-21,,,,,,,,,,,,,,,,22.100000381469727,,,16.623428296822244,14.100000381469727,,12.257570828652725,
2011-12-22,,,,,,,,,,,,,,,,22.25,,,16.684806562664757,14.210000038146973,,12.383076188581164,
2011-12-23,,,,,,,,,,,,,,,,22.32999938964844,,,16.698105851632583,14.288999847412109,,12.445826933555791,
