formatted_date,HXS.TO,ZQQ.TO
2012-01-27,22.6200008392334,19.08299931335449
2012-01-30,22.5,19.033000076293945
2012-01-31,22.459999084472656,19.102999771118164
2012-02-01,22.739999771118164,19.2429991607666
2012-02-02,22.760000228881836,19.313000762939453
2012-02-03,22.760000228881836,19.563000762939453
2012-02-06,22.979999542236328,19.52299984741211
2012-02-07,23.020000457763672,19.602999771118164
2012-02-08,23.15999984741211,19.70300015258789
2012-02-09,23.200000762939453,19.842999542236328
2012-02-10,23.020000457763672,19.713000381469726
2012-02-13,23.020000457763672,19.863
2012-02-14,23.15999984741211,19.912999237060546
2012-02-15,23.059999465942383,19.783000076293945
2012-02-16,23.31999969482422,20.08299931335449
2012-02-17,23.399999618530273,20.012999618530273
2012-02-21,23.31999969482422,19.9929991607666
2012-02-22,23.299999237060547,19.963000381469726
2012-02-23,23.440000534057617,20.072999084472656
2012-02-24,23.479999542236328,20.162999237060546
2012-02-27,23.65999984741211,20.223000610351562
2012-02-28,23.559999465942383,20.363
2012-02-29,23.579999923706055,20.303000534057617
2012-03-01,23.68000030517578,20.473000610351562
2012-03-02,23.559999465942383,20.422999465942382
2012-03-05,23.440000534057617,20.283000076293945
2012-03-06,23.100000381469727,20.02299984741211
2012-03-07,23.100000381469727,20.153000915527343
2012-03-08,23.520000457763672,20.473000610351562
2012-03-09,23.600000381469727,20.473000610351562
2012-03-12,23.579999923706055,20.45300015258789
2012-03-13,23.799999237060547,20.88300045776367
2012-03-14,24.020000457763672,20.942999923706054
2012-03-15,24.059999465942383,20.9929991607666
2012-03-16,24.15999984741211,20.963000381469726
2012-03-19,24.260000228881836,21.123000228881835
2012-03-20,24.18000030517578,21.192999923706054
2012-03-21,24.079999923706055,21.213000381469726
2012-03-22,23.920000076293945,21.162999237060546
2012-03-23,23.8799991607666,21.113
2012-03-26,24.34000015258789,21.463000381469726
2012-03-27,24.3799991607666,21.533000076293945
2012-03-28,24.3799991607666,21.442999923706054
2012-03-29,24.020000457763672,21.373000228881835
2012-03-30,24.280000686645508,21.342999542236328
2012-04-02,24.479999542236328,21.553000534057617
2012-04-03,24.31999969482422,21.502999389648437
2012-04-04,24.0,21.262999618530273
2012-04-05,24.100000381469727,21.38300045776367
2012-04-09,23.81999969482422,21.252999389648437
2012-04-10,23.3799991607666,20.873000228881835
2012-04-11,23.6200008392334,20.942999923706054
2012-04-12,23.84000015258789,21.233000839233398
2012-04-13,23.600000381469727,20.973000610351562
2012-04-16,23.639999389648438,20.68299969482422
2012-04-17,23.940000534057617,21.123000228881835
2012-04-18,23.8799991607666,21.123000228881835
2012-04-19,23.8799991607666,20.842999542236328
2012-04-20,23.8799991607666,20.733000839233398
2012-04-23,23.399999618530273,20.58299931335449
2012-04-24,23.600000381469727,20.463000381469726
2012-04-25,23.920000076293945,20.983000839233398
2012-04-26,24.15999984741211,21.172999465942382
2012-04-27,24.15999984741211,21.18299969482422
2012-04-30,24.020000457763672,21.092999542236328
2012-05-01,24.299999237060547,21.18299969482422
2012-05-02,24.18000030517578,21.143000686645507
2012-05-03,24.0,20.942999923706054
2012-05-04,23.65999984741211,20.4929991607666
2012-05-07,23.639999389648438,20.483000839233398
2012-05-08,23.479999542236328,20.412999237060546
2012-05-09,23.399999618530273,20.412999237060546
2012-05-10,23.479999542236328,20.2429991607666
2012-05-11,23.5,20.33299931335449
2012-05-14,23.079999923706055,20.092999542236328
2012-05-15,22.959999084472656,20.012999618530273
2012-05-16,22.8799991607666,19.873000228881835
2012-05-17,22.760000228881836,19.483000839233398
2012-05-18,22.34000015258789,19.283000076293945
2012-05-22,22.760000228881836,19.572999084472656
2012-05-23,22.520000457763672,19.70300015258789
2012-05-24,22.739999771118164,19.572999084472656
2012-05-25,22.739999771118164,19.52299984741211
2012-05-28,23.0,19.70300015258789
2012-05-29,23.0,19.79300030517578
2012-05-30,22.739999771118164,19.563000762939453
2012-05-31,22.600000381469727,19.54300030517578
2012-06-01,22.139999389648438,19.08299931335449
2012-06-04,22.0,19.08299931335449
2012-06-05,22.079999923706055,19.2429991607666
2012-06-06,22.639999389648438,19.713000381469726
2012-06-07,22.84000015258789,19.692999923706054
2012-06-08,22.81999969482422,19.83299931335449
2012-06-11,22.84000015258789,19.463000381469726
2012-06-12,22.84000015258789,19.623000228881835
2012-06-13,22.65999984741211,19.553000534057617
2012-06-14,22.940000534057617,19.692999923706054
2012-06-15,23.079999923706055,19.863
2012-06-18,23.219999313354492,20.113
2012-06-19,23.520000457763672,20.27299984741211
2012-06-20,23.399999618530273,20.162999237060546
2012-06-21,22.940000534057617,19.912999237060546
2012-06-22,23.020000457763672,19.912999237060546
2012-06-25,22.700000762939453,19.63300045776367
2012-06-26,22.780000686645508,19.713000381469726
2012-06-27,23.079999923706055,19.863
2012-06-28,22.780000686645508,19.553000534057617
2012-06-29,23.559999465942383,20.213000381469726
2012-07-03,23.739999771118164,20.373000228881835
2012-07-04,24.0,20.393000686645507
2012-07-05,23.68000030517578,20.563000762939453
2012-07-06,23.3799991607666,20.213000381469726
2012-07-09,23.34000015258789,20.20300015258789
2012-07-10,23.18000030517578,19.973000610351562
2012-07-11,23.139999389648438,19.822999084472656
2012-07-12,23.079999923706055,19.70300015258789
2012-07-13,23.399999618530273,19.893000686645507
2012-07-16,23.5,19.93299969482422
2012-07-17,23.5,20.063000762939453
2012-07-18,23.5,20.33299931335449
2012-07-19,23.84000015258789,20.58299931335449
2012-07-20,23.799999237060547,20.342999542236328
2012-07-23,23.799999237060547,20.113
2012-07-24,23.299999237060547,19.88300045776367
2012-07-25,23.200000762939453,19.7429991607666
2012-07-26,23.459999084472656,20.04300030517578
2012-07-27,23.799999237060547,20.463000381469726
2012-07-30,24.0,20.412999237060546
2012-07-31,24.020000457763672,20.463000381469726
2012-08-01,23.899999618530273,20.412999237060546
2012-08-02,23.65999984741211,20.29300030517578
2012-08-03,24.079999923706055,20.7429991607666
2012-08-07,24.079999923706055,21.072999084472656
2012-08-08,24.079999923706055,21.033000076293945
2012-08-09,24.079999923706055,21.053000534057617
2012-08-10,24.239999771118164,21.08299931335449
2012-08-13,24.239999771118164,21.113
2012-08-14,24.399999618530273,21.172999465942382
2012-08-15,24.420000076293945,21.20300015258789
2012-08-16,24.540000915527344,21.442999923706054
2012-08-17,24.559999465942383,21.533000076293945
2012-08-20,24.540000915527344,21.563000762939453
2012-08-21,24.540000915527344,21.463000381469726
2012-08-22,24.3799991607666,21.602999771118164
2012-08-23,24.34000015258789,21.422999465942382
2012-08-24,24.5,21.512999618530273
2012-08-27,24.520000457763672,21.512999618530273
2012-08-28,24.520000457763672,21.58299931335449
2012-08-29,24.440000534057617,21.592999542236328
2012-08-30,24.360000610351562,21.33299931335449
2012-08-31,24.440000534057617,21.473000610351562
2012-09-04,24.440000534057617,21.463000381469726
2012-09-05,24.440000534057617,21.473000610351562
2012-09-06,24.440000534057617,21.922999465942382
2012-09-07,25.040000915527344,21.893000686645507
2012-09-10,25.0,21.63300045776367
2012-09-11,24.899999618530273,21.592999542236328
2012-09-12,25.020000457763672,21.533000076293945
2012-09-13,25.3799991607666,21.942999923706054
2012-09-14,25.440000534057617,22.102999771118164
2012-09-17,25.360000610351562,22.113
2012-09-18,25.31999969482422,22.13300045776367
2012-09-19,25.31999969482422,22.233000839233398
2012-09-20,25.299999237060547,22.143000686645507
2012-09-21,25.3799991607666,22.18299969482422
2012-09-24,25.360000610351562,22.08299931335449
2012-09-25,25.15999984741211,21.77299984741211
2012-09-26,25.18000030517578,21.553000534057617
2012-09-27,25.0,21.88300045776367
2012-09-28,25.0,21.803000534057617
2012-10-01,25.200000762939453,21.643000686645507
2012-10-02,25.059999465942383,21.672999465942382
2012-10-03,25.059999465942383,21.803000534057617
2012-10-04,25.059999465942383,22.002999389648437
2012-10-05,25.420000076293945,21.79300030517578
2012-10-09,25.200000762939453,21.29300030517578
2012-10-10,24.940000534057617,21.162999237060546
2012-10-11,25.0,21.123000228881835
2012-10-12,24.860000610351562,21.153000915527343
2012-10-15,25.020000457763672,21.162999237060546
2012-10-16,25.260000228881836,21.52299984741211
2012-10-17,25.260000228881836,21.563000762939453
2012-10-18,25.34000015258789,21.313000762939453
2012-10-19,25.100000381469727,20.813000762939453
2012-10-22,24.84000015258789,20.942999923706054
2012-10-23,24.600000381469727,20.68299969482422
2012-10-24,24.579999923706055,20.63300045776367
2012-10-25,24.5,20.63300045776367
2012-10-26,24.579999923706055,20.723000610351562
2012-10-29,24.719999313354492,20.623000228881835
2012-10-30,24.719999313354492,20.723000610351562
2012-10-31,24.6200008392334,20.602999771118164
2012-11-01,24.81999969482422,20.852999771118164
2012-11-02,24.639999389648438,20.643000686645507
2012-11-05,24.65999984741211,20.77299984741211
2012-11-06,24.959999084472656,20.783000076293945
2012-11-07,24.34000015258789,20.342999542236328
2012-11-08,24.040000915527344,20.002999389648437
2012-11-09,24.280000686645508,20.113
2012-11-12,24.059999465942383,20.063000762939453
2012-11-13,24.0,19.963000381469726
2012-11-14,23.639999389648438,19.672999465942382
2012-11-15,23.639999389648438,19.602999771118164
2012-11-16,23.65999984741211,19.7429991607666
2012-11-19,23.959999084472656,20.162999237060546
2012-11-20,24.139999389648438,20.153000915527343
2012-11-21,24.139999389648438,20.2429991607666
2012-11-22,24.31999969482422,20.223000610351562
2012-11-23,24.600000381469727,20.563000762939453
2012-11-26,24.5,20.613
2012-11-27,24.440000534057617,20.553000534057617
2012-11-28,24.559999465942383,20.752999389648437
2012-11-29,24.760000228881836,20.842999542236328
2012-11-30,24.760000228881836,20.852999771118164
2012-12-03,24.860000610351562,20.79300030517578
2012-12-04,24.860000610351562,20.77299984741211
2012-12-05,24.5,20.512999618530273
2012-12-06,24.600000381469727,20.653000915527343
2012-12-07,24.760000228881836,20.553000534057617
2012-12-10,24.760000228881836,20.592999542236328
2012-12-11,25.059999465942383,20.88300045776367
2012-12-12,25.0,20.83299931335449
2012-12-13,24.81999969482422,20.713000381469726
2012-12-14,24.780000686645508,20.45300015258789
2012-12-17,25.020000457763672,20.63300045776367
2012-12-18,25.31999969482422,21.012999618530273
2012-12-19,25.15999984741211,20.963000381469726
2012-12-20,25.15999984741211,20.973000610351562
2012-12-21,25.059999465942383,20.723000610351562
2012-12-24,24.959999084472656,20.698000305175782
2012-12-27,24.8799991607666,20.567999237060548
2012-12-28,24.540000915527344,20.317999237060548
2012-12-31,24.959999084472656,20.698000305175782
2013-01-02,25.420000076293945,21.35800015258789
2013-01-03,25.5,21.268
2013-01-04,25.700000762939453,21.218000762939454
2013-01-07,25.579999923706055,21.188000076293946
2013-01-08,25.5,21.128000610351563
2013-01-09,25.559999465942383,21.237999313354493
2013-01-10,25.65999984741211,21.378000610351563
2013-01-11,25.780000686645508,21.407999389648438
2013-01-14,25.719999313354492,21.268
2013-01-15,25.81999969482422,21.208000534057618
2013-01-16,25.799999237060547,21.327999465942383
2013-01-17,25.979999542236328,21.3880008392334
2013-01-18,25.979999542236328,21.347999923706055
2013-01-21,25.8799991607666,21.458000534057618
2013-01-22,26.100000381469727,21.327999465942383
2013-01-23,26.15999984741211,21.518
2013-01-24,26.219999313354492,21.188000076293946
2013-01-25,26.299999237060547,21.288000457763673
2013-01-28,26.299999237060547,21.368000381469727
2013-01-29,26.399999618530273,21.407999389648438
2013-01-30,26.360000610351562,21.268
2013-01-31,26.31999969482422,21.308000915527344
2013-02-01,26.520000457763672,21.538000457763673
2013-02-04,26.239999771118164,21.17799984741211
2013-02-05,26.479999542236328,21.448000305175782
2013-02-06,26.5,21.368000381469727
2013-02-07,26.520000457763672,21.417999618530274
2013-02-08,26.600000381469727,21.6380008392334
2013-02-11,26.639999389648438,21.647999160766602
2013-02-12,26.700000762939453,21.558000915527344
2013-02-13,26.68000030517578,21.577999465942383
2013-02-14,26.739999771118164,21.618000381469727
2013-02-15,26.739999771118164,21.558000915527344
2013-02-19,26.920000076293945,21.698000305175782
2013-02-20,26.579999923706055,21.3880008392334
2013-02-21,26.3799991607666,21.208000534057618
2013-02-22,26.68000030517578,21.308000915527344
2013-02-25,26.1200008392334,21.257999771118165
2013-02-26,26.299999237060547,21.17799984741211
2013-02-27,26.68000030517578,21.518
2013-02-28,26.639999389648438,21.438000076293946
2013-03-01,26.68000030517578,21.42799984741211
2013-03-04,26.719999313354492,21.507999771118165
2013-03-05,27.079999923706055,21.817999237060548
2013-03-06,27.1200008392334,21.757999771118165
2013-03-07,27.139999389648438,21.847999923706055
2013-03-08,27.34000015258789,21.907999389648438
2013-03-11,27.360000610351562,21.917999618530274
2013-03-12,27.31999969482422,21.827999465942383
2013-03-13,27.399999618530273,21.878000610351563
2013-03-14,27.520000457763672,21.907999389648438
2013-03-15,27.5,21.817999237060548
2013-03-18,27.360000610351562,21.768
2013-03-19,27.239999771118164,21.718000762939454
2013-03-20,27.459999084472656,21.8880008392334
2013-03-21,27.239999771118164,21.647999160766602
2013-03-22,27.399999618530273,21.83799969482422
2013-03-25,27.299999237060547,21.79800068664551
2013-03-26,27.559999465942383,21.8880008392334
2013-03-27,27.520000457763672,21.938000076293946
2013-03-28,27.6200008392334,21.968000762939454
2013-04-01,27.559999465942383,21.85800015258789
2013-04-02,27.559999465942383,21.968000762939454
2013-04-03,27.260000228881836,21.768
2013-04-04,27.420000076293945,21.79800068664551
2013-04-05,27.3799991607666,21.628000610351563
2013-04-08,27.520000457763672,21.74799954223633
2013-04-09,27.6200008392334,21.917999618530274
2013-04-10,27.920000076293945,22.29800068664551
2013-04-11,27.899999618530273,22.317999237060548
2013-04-12,27.920000076293945,22.29800068664551
2013-04-15,27.700000762939453,21.878000610351563
2013-04-16,27.84000015258789,22.157999389648438
2013-04-17,27.639999389648438,21.757999771118165
2013-04-18,27.420000076293945,21.347999923706055
2013-04-19,27.639999389648438,21.718000762939454
2013-04-22,27.81999969482422,21.987999313354493
2013-04-23,28.1200008392334,22.128000610351563
2013-04-24,28.100000381469727,22.1380008392334
2013-04-25,28.079999923706055,22.198000305175782
2013-04-26,27.940000534057617,22.218000762939454
2013-04-29,27.979999542236328,22.438000076293946
2013-04-30,27.899999618530273,22.518
2013-05-01,27.639999389648438,22.397999160766602
2013-05-02,27.920000076293945,22.74799954223633
2013-05-03,28.260000228881836,22.987999313354493
2013-05-06,28.239999771118164,23.077999465942383
2013-05-07,28.34000015258789,23.038000457763673
2013-05-08,28.34000015258789,23.147999160766602
2013-05-09,28.420000076293945,23.067999237060548
2013-05-10,28.600000381469727,23.188000076293946
2013-05-13,28.65999984741211,23.278000228881837
2013-05-14,29.100000381469727,23.3880008392334
2013-05-15,29.219999313354492,23.448000305175782
2013-05-16,29.219999313354492,23.487999313354493
2013-05-17,29.799999237060547,23.647999160766602
2013-05-21,29.84000015258789,23.718000762939454
2013-05-22,29.81999969482422,23.49799954223633
2013-05-23,29.520000457763672,23.417999618530274
2013-05-24,29.559999465942383,23.327999465942383
2013-05-27,30.040000915527344,23.417999618530274
2013-05-28,30.0,23.647999160766602
2013-05-29,29.719999313354492,23.448000305175782
2013-05-30,29.68000030517578,23.618000381469727
2013-05-31,29.440000534057617,23.35800015258789
2013-06-03,29.31999969482422,23.35800015258789
2013-06-04,29.399999618530273,23.257999771118165
2013-06-05,28.959999084472656,22.958000534057618
2013-06-06,28.719999313354492,23.058000915527344
2013-06-07,29.18000030517578,23.42799984741211
2013-06-10,29.1200008392334,23.3880008392334
2013-06-11,28.84000015258789,23.257999771118165
2013-06-12,28.65999984741211,22.897999160766602
2013-06-13,28.899999618530273,23.257999771118165
2013-06-14,28.780000686645508,23.08799969482422
2013-06-17,29.040000915527344,23.29800068664551
2013-06-18,29.34000015258789,23.487999313354493
2013-06-19,29.15999984741211,23.17799984741211
2013-06-20,28.6200008392334,22.657999389648438
2013-06-21,28.979999542236328,22.54800068664551
2013-06-24,28.700000762939453,22.237999313354493
2013-06-25,29.079999923706055,22.487999313354493
2013-06-26,29.260000228881836,22.667999618530274
2013-06-27,29.459999084472656,22.768
2013-06-28,29.459999084472656,22.897999160766602
2013-07-02,29.579999923706055,22.8880008392334
2013-07-03,29.760000228881836,23.067999237060548
2013-07-04,29.940000534057617,23.118000381469727
2013-07-05,30.0,23.157999389648438
2013-07-08,30.15999984741211,23.218000762939454
2013-07-09,30.280000686645508,23.42799984741211
2013-07-10,30.219999313354492,23.448000305175782
2013-07-11,30.31999969482422,23.948000305175782
2013-07-12,30.399999618530273,23.99799954223633
2013-07-15,30.520000457763672,24.118000381469727
2013-07-16,30.260000228881836,24.067999237060548
2013-07-17,30.440000534057617,24.147999160766602
2013-07-18,30.540000915527344,24.10800015258789
2013-07-19,30.520000457763672,23.79800068664551
2013-07-22,30.520000457763672,23.868000381469727
2013-07-23,30.360000610351562,23.768
2013-07-24,30.280000686645508,23.847999923706055
2013-07-25,30.219999313354492,23.968000762939454
2013-07-26,30.219999313354492,24.018
2013-07-29,30.1200008392334,24.007999771118165
2013-07-30,30.260000228881836,24.118000381469727
2013-07-31,30.18000030517578,24.198000305175782
2013-08-01,30.780000686645508,24.368000381469727
2013-08-02,30.899999618530273,24.58799969482422
2013-08-06,30.65999984741211,24.42799984741211
2013-08-07,30.739999771118164,24.417999618530274
2013-08-08,30.579999923706055,24.577999465942383
2013-08-09,30.360000610351562,24.42799984741211
2013-08-12,30.31999969482422,24.477999084472657
2013-08-13,30.559999465942383,24.657999389648438
2013-08-14,30.399999618530273,24.528000228881837
2013-08-15,29.860000610351562,24.118000381469727
2013-08-16,29.860000610351562,24.198000305175782
2013-08-19,29.700000762939453,24.077999465942383
2013-08-20,30.0,24.227999084472657
2013-08-21,30.15999984741211,24.157999389648438
2013-08-22,30.399999618530273,24.29800068664551
2013-08-23,30.479999542236328,24.458000534057618
2013-08-26,30.399999618530273,24.60800015258789
2013-08-27,29.84000015258789,24.007999771118165
2013-08-28,29.940000534057617,24.128000610351563
2013-08-29,30.1200008392334,24.327999465942383
2013-08-30,30.0,24.147999160766602
2013-09-03,30.1200008392334,24.237999313354493
2013-09-04,30.299999237060547,24.528000228881837
2013-09-05,30.360000610351562,24.538000457763673
2013-09-06,30.100000381469727,24.558000915527344
2013-09-09,30.260000228881836,24.868000381469727
2013-09-10,30.399999618530273,24.938000076293946
2013-09-11,30.3799991607666,24.917999618530274
2013-09-12,30.360000610351562,24.878000610351563
2013-09-13,30.5,24.878000610351563
2013-09-16,30.579999923706055,24.85800015258789
2013-09-17,30.65999984741211,24.99799954223633
2013-09-18,30.81999969482422,25.308000915527344
2013-09-19,30.899999618530273,25.368000381469727
2013-09-20,30.780000686645508,25.308000915527344
2013-09-23,30.559999465942383,25.24799954223633
2013-09-24,30.559999465942383,25.208000534057618
2013-09-25,30.520000457763672,25.24799954223633
2013-09-26,30.579999923706055,25.278000228881837
2013-09-27,30.459999084472656,25.257999771118165
2013-09-30,30.219999313354492,25.198000305175782
2013-10-01,30.5,25.308000915527344
2013-10-02,30.559999465942383,25.448000305175782
2013-10-03,30.299999237060547,25.1380008392334
2013-10-04,30.440000534057617,25.35800015258789
2013-10-07,30.280000686645508,25.29800068664551
2013-10-08,30.0,24.768
2013-10-09,30.139999389648438,24.688000076293946
2013-10-10,30.739999771118164,25.198000305175782
2013-10-11,30.81999969482422,25.33799969482422
2013-10-15,30.84000015258789,25.458000534057618
2013-10-16,31.1200008392334,25.718000762939454
2013-10-17,31.139999389648438,25.827999465942383
2013-10-18,31.399999618530273,26.237999313354493
2013-10-21,31.399999618530273,26.317999237060548
2013-10-22,31.579999923706055,26.407999389648438
2013-10-23,31.700000762939453,26.208000534057618
2013-10-24,31.940000534057617,26.33799969482422
2013-10-25,32.099998474121094,26.49799954223633
2013-10-28,32.15999984741211,26.487999313354493
2013-10-29,32.400001525878906,26.567999237060548
2013-10-30,32.34000015258789,26.49799954223633
2013-10-31,32.13999938964844,26.558000915527344
2013-11-01,32.13999938964844,26.42799984741211
2013-11-04,32.15999984741211,26.507999771118165
2013-11-05,32.29999923706055,26.597999923706055
2013-11-06,32.2400016784668,26.54800068664551
2013-11-07,31.959999084472656,26.08799969482422
2013-11-08,32.5,26.368000381469727
2013-11-11,32.47999954223633,26.397999160766602
2013-11-12,32.47999954223633,26.407999389648438
2013-11-13,32.540000915527344,26.667999618530274
2013-11-14,32.86000061035156,26.757999771118165
2013-11-15,32.84000015258789,26.868000381469727
2013-11-18,32.77000045776367,26.597999923706055
2013-11-19,32.77000045776367,26.477999084472657
2013-11-20,32.66999816894531,26.438000076293946
2013-11-21,33.119998931884766,26.737999313354493
2013-11-22,33.290000915527344,26.8880008392334
2013-11-25,33.31999969482422,26.958000534057618
2013-11-26,33.29999923706055,27.128000610351563
2013-11-27,33.540000915527344,27.268
2013-11-28,33.47999954223633,27.33799969482422
2013-11-29,33.790000915527344,27.417999618530274
2013-12-02,33.54999923706055,27.407999389648438
2013-12-03,33.47999954223633,27.35800015258789
2013-12-04,33.529998779296875,27.378000610351563
2013-12-05,33.31999969482422,27.33799969482422
2013-12-06,33.70000076293945,27.507999771118165
2013-12-09,33.709999084472656,27.6380008392334
2013-12-10,33.529998779296875,27.618000381469727
2013-12-11,33.13999938964844,27.33799969482422
2013-12-12,33.2400016784668,27.208000534057618
2013-12-13,32.970001220703125,27.227999084472657
2013-12-16,33.20000076293945,27.35800015258789
2013-12-17,33.15999984741211,27.317999237060548
2013-12-18,33.849998474121094,27.567999237060548
2013-12-19,33.880001068115234,27.507999771118165
