,formatted_date,HXS.TO
190,2019-03-29,72.33000183105469
191,2019-04-01,72.95999908447266
192,2019-04-02,73.12999725341797
193,2019-04-03,73.27999877929688
194,2019-04-04,73.5
195,2019-04-05,74.0
196,2019-04-08,73.69000244140625
197,2019-04-09,73.30999755859375
198,2019-04-10,73.5199966430664
199,2019-04-11,73.83000183105469
200,2019-04-12,74.08000183105469
201,2019-04-15,74.30000305175781
202,2019-04-16,74.23999786376953
203,2019-04-17,74.01000213623047
204,2019-04-18,74.3499984741211
205,2019-04-22,74.26000213623047
206,2019-04-23,75.3499984741211
207,2019-04-24,75.45999908447266
208,2019-04-25,75.56999969482422
209,2019-04-26,75.52999877929688
210,2019-04-29,75.70999908447266
211,2019-04-30,75.4800033569336
212,2019-05-01,75.25
213,2019-05-02,75.04000091552734
214,2019-05-03,75.6500015258789
215,2019-05-06,75.37000274658203
216,2019-05-07,74.30000305175781
217,2019-05-08,74.33999633789062
218,2019-05-09,73.93000030517578
219,2019-05-10,73.83000183105469
220,2019-05-13,72.47000122070312
221,2019-05-14,73.0999984741211
222,2019-05-15,73.37999725341797
223,2019-05-16,74.25
224,2019-05-17,73.68000030517578
225,2019-05-21,73.56999969482422
226,2019-05-22,73.55999755859375
227,2019-05-23,72.87999725341797
228,2019-05-24,72.77999877929688
229,2019-05-27,73.22000122070312
230,2019-05-28,72.4800033569336
231,2019-05-29,72.04000091552734
232,2019-05-30,72.16000366210938
233,2019-05-31,71.33999633789062
234,2019-06-03,70.70999908447266
235,2019-06-04,71.79000091552734
236,2019-06-05,72.47000122070312
237,2019-06-06,72.9000015258789
238,2019-06-07,73.2300033569336
239,2019-06-10,73.5199966430664
240,2019-06-11,73.45999908447266
241,2019-06-12,73.63999938964844
242,2019-06-13,73.94999694824219
243,2019-06-14,74.3499984741211
244,2019-06-17,74.4800033569336
245,2019-06-18,74.87000274658203
246,2019-06-19,74.62999725341797
247,2019-06-20,74.61000061035156
248,2019-06-21,74.73999786376953
249,2019-06-24,74.44999694824219
250,2019-06-25,73.75
251,2019-06-26,73.4000015258789
252,2019-06-27,73.55000305175781
253,2019-06-28,73.79000091552734
254,2019-07-02,74.70999908447266
255,2019-07-03,75.0999984741211
256,2019-07-04,74.86000061035156
257,2019-07-05,74.91999816894531
258,2019-07-08,74.79000091552734
259,2019-07-09,75.11000061035156
260,2019-07-10,75.11000061035156
261,2019-07-11,75.22000122070312
262,2019-07-12,75.30999755859375
263,2019-07-15,75.48999786376953
264,2019-07-16,75.48999786376953
265,2019-07-17,74.87000274658203
266,2019-07-18,74.97000122070312
267,2019-07-19,74.87000274658203
268,2019-07-22,75.13999938964844
269,2019-07-23,75.83000183105469
270,2019-07-24,76.19999694824219
271,2019-07-25,75.91999816894531
272,2019-07-26,76.55000305175781
273,2019-07-29,76.30000305175781
274,2019-07-30,76.08000183105469
275,2019-07-31,75.69999694824219
276,2019-08-01,74.97000122070312
277,2019-08-02,74.33999633789062
278,2019-08-06,73.4800033569336
279,2019-08-07,73.73999786376953
280,2019-08-08,74.69999694824219
281,2019-08-09,74.12999725341797
282,2019-08-12,73.4000015258789
283,2019-08-13,74.33000183105469
284,2019-08-14,72.77999877929688
285,2019-08-15,72.91999816894531
286,2019-08-16,73.66000366210938
287,2019-08-19,75.02999877929688
288,2019-08-20,74.30999755859375
289,2019-08-21,74.75
290,2019-08-22,74.80999755859375
291,2019-08-23,72.51000213623047
292,2019-08-26,73.20999908447266
293,2019-08-27,73.38999938964844
294,2019-08-28,73.83000183105469
295,2019-08-29,74.7699966430664
296,2019-08-30,74.97000122070312
297,2019-09-03,74.51000213623047
298,2019-09-04,74.80999755859375
299,2019-09-05,75.79000091552734
300,2019-09-06,75.5999984741211
301,2019-09-09,75.4000015258789
302,2019-09-10,75.08000183105469
303,2019-09-11,76.0999984741211
304,2019-09-12,76.5999984741211
305,2019-09-13,76.93000030517578
306,2019-09-16,76.44000244140625
307,2019-09-17,76.6500015258789
308,2019-09-18,76.9000015258789
309,2019-09-19,76.80000305175781
310,2019-09-20,76.58999633789062
311,2019-09-23,76.41999816894531
312,2019-09-24,75.6500015258789
313,2019-09-25,76.27999877929688
314,2019-09-26,76.25
315,2019-09-27,75.4800033569336
316,2019-09-30,76.02999877929688
317,2019-10-01,74.91000366210938
318,2019-10-02,74.04000091552734
319,2019-10-03,74.51000213623047
320,2019-10-04,75.56999969482422
321,2019-10-07,75.43000030517578
322,2019-10-08,74.69000244140625
323,2019-10-09,75.02999877929688
324,2019-10-10,75.30000305175781
325,2019-10-11,75.7699966430664
326,2019-10-15,76.33000183105469
327,2019-10-16,76.05999755859375
328,2019-10-17,76.0
329,2019-10-18,75.62000274658203
330,2019-10-21,75.79000091552734
331,2019-10-22,75.80000305175781
332,2019-10-23,75.66999816894531
333,2019-10-24,75.8499984741211
334,2019-10-25,76.06999969482422
335,2019-10-28,76.5199966430664
336,2019-10-29,76.72000122070312
337,2019-10-30,77.33000183105469
338,2019-10-31,77.04000091552734
339,2019-11-01,77.63999938964844
340,2019-11-04,78.05999755859375
341,2019-11-05,78.04000091552734
342,2019-11-06,78.16999816894531
343,2019-11-07,78.37999725341797
344,2019-11-08,78.86000061035156
345,2019-11-11,78.69000244140625
346,2019-11-12,78.91000366210938
347,2019-11-13,79.11000061035156
348,2019-11-14,79.27999877929688
349,2019-11-15,79.55000305175781
350,2019-11-18,79.55999755859375
351,2019-11-19,79.98999786376953
352,2019-11-20,79.66999816894531
353,2019-11-21,79.62999725341797
354,2019-11-22,79.83999633789062
355,2019-11-25,80.51000213623047
356,2019-11-26,80.48999786376953
357,2019-11-27,80.9000015258789
358,2019-11-28,81.04000091552734
359,2019-11-29,80.8499984741211
360,2019-12-02,80.01000213623047
361,2019-12-03,79.43000030517578
362,2019-12-04,79.38999938964844
363,2019-12-05,79.38999938964844
364,2019-12-06,80.69000244140625
365,2019-12-09,80.27999877929688
366,2019-12-10,80.05000305175781
367,2019-12-11,79.93000030517578
368,2019-12-12,80.6500015258789
369,2019-12-13,80.80000305175781
370,2019-12-16,81.23999786376953
371,2019-12-17,81.22000122070312
372,2019-12-18,80.94999694824219
373,2019-12-19,81.23999786376953
374,2019-12-20,81.93000030517578
375,2019-12-23,81.93000030517578
376,2019-12-24,82.0199966430664
377,2019-12-27,81.95999908447266
378,2019-12-30,81.33999633789062
379,2019-12-31,81.0
380,2020-01-02,81.80999755859375
381,2020-01-03,81.3499984741211
382,2020-01-06,81.41999816894531
383,2020-01-07,81.44000244140625
384,2020-01-08,82.0
385,2020-01-09,82.79000091552734
386,2020-01-10,82.52999877929688
387,2020-01-13,83.05999755859375
388,2020-01-14,83.0
389,2020-01-15,83.05000305175781
390,2020-01-16,83.62000274658203
391,2020-01-17,84.0999984741211
392,2020-01-20,84.0
393,2020-01-21,84.04000091552734
394,2020-01-22,84.5
395,2020-01-23,84.48999786376953
396,2020-01-24,83.80999755859375
397,2020-01-27,82.75
398,2020-01-28,83.5
399,2020-01-29,83.72000122070312
400,2020-01-30,83.72000122070312
401,2020-01-31,82.68000030517578
402,2020-02-03,83.6500015258789
403,2020-02-04,84.73999786376953
404,2020-02-05,85.69999694824219
405,2020-02-06,86.11000061035156
406,2020-02-07,85.70999908447266
407,2020-02-10,86.29000091552734
408,2020-02-11,86.4000015258789
409,2020-02-12,86.76000213623047
410,2020-02-13,86.73999786376953
411,2020-02-14,86.72000122070312
412,2020-02-18,86.54000091552734
413,2020-02-19,86.81999969482422
414,2020-02-20,86.62999725341797
415,2020-02-21,85.55000305175781
416,2020-02-24,83.0999984741211
417,2020-02-25,80.62999725341797
418,2020-02-26,80.44000244140625
419,2020-02-27,79.22000122070312
420,2020-02-28,76.88999938964844
421,2020-03-02,79.66999816894531
422,2020-03-03,77.83999633789062
423,2020-03-04,81.19999694824219
424,2020-03-05,78.87999725341797
425,2020-03-06,77.45999908447266
426,2020-03-09,72.94000244140625
427,2020-03-10,76.70999908447266
428,2020-03-11,73.12000274658203
429,2020-03-12,66.75
430,2020-03-13,72.58999633789062
431,2020-03-16,65.13999938964844
432,2020-03-17,69.70999908447266
433,2020-03-18,67.4000015258789
434,2020-03-19,67.8499984741211
435,2020-03-20,64.36000061035156
436,2020-03-23,63.0099983215332
437,2020-03-24,68.79000091552734
438,2020-03-25,68.04000091552734
439,2020-03-26,71.70999908447266
440,2020-03-27,69.02999877929688
441,2020-03-30,72.0999984741211
442,2020-03-31,70.62000274658203
443,2020-04-01,68.23999786376953
444,2020-04-02,69.58000183105469
445,2020-04-03,68.37000274658203
446,2020-04-06,72.91000366210938
447,2020-04-07,72.30000305175781
448,2020-04-08,74.88999938964844
449,2020-04-09,75.73999786376953
450,2020-04-13,74.37000274658203
451,2020-04-14,76.81999969482422
452,2020-04-15,76.1500015258789
453,2020-04-16,76.77999877929688
454,2020-04-17,78.33999633789062
455,2020-04-20,77.5
456,2020-04-21,75.54000091552734
457,2020-04-22,77.30000305175781
458,2020-04-23,76.47000122070312
459,2020-04-24,77.66999816894531
460,2020-04-27,78.54000091552734
461,2020-04-28,77.80000305175781
462,2020-04-29,79.29000091552734
463,2020-04-30,78.7699966430664
464,2020-05-01,77.3499984741211
465,2020-05-04,77.8499984741211
466,2020-05-05,78.37999725341797
467,2020-05-06,78.4000015258789
468,2020-05-07,78.37000274658203
469,2020-05-08,79.33000183105469
470,2020-05-11,79.95999908447266
471,2020-05-12,78.51000213623047
472,2020-05-13,77.30000305175781
473,2020-05-14,77.80000305175781
474,2020-05-15,78.44999694824219
475,2020-05-19,79.55999755859375
476,2020-05-20,80.2300033569336
477,2020-05-21,80.04000091552734
478,2020-05-22,80.29000091552734
479,2020-05-25,81.9800033569336
480,2020-05-26,80.29000091552734
481,2020-05-27,81.33000183105469
482,2020-05-28,81.19999694824219
483,2020-05-29,81.62999725341797
484,2020-06-01,80.69000244140625
485,2020-06-02,81.0
486,2020-06-03,82.22000122070312
487,2020-06-04,81.83000183105469
488,2020-06-05,83.52999877929688
489,2020-06-08,84.08000183105469
490,2020-06-09,83.77999877929688
491,2020-06-10,83.23999786376953
492,2020-06-11,79.70999908447266
493,2020-06-12,80.5199966430664
494,2020-06-15,81.12000274658203
495,2020-06-16,82.44999694824219
496,2020-06-17,82.33000183105469
497,2020-06-18,82.62000274658203
498,2020-06-19,82.0999984741211
499,2020-06-22,82.18000030517578
500,2020-06-23,82.66000366210938
501,2020-06-24,80.98999786376953
502,2020-06-25,82.0
503,2020-06-26,80.44999694824219
504,2020-06-29,80.98999786376953
505,2020-06-30,82.0
506,2020-07-02,83.0199966430664
507,2020-07-03,82.22000122070312
508,2020-07-06,83.86000061035156
509,2020-07-07,83.5999984741211
510,2020-07-08,83.33999633789062
511,2020-07-09,83.51000213623047
512,2020-07-10,84.33000183105469
513,2020-07-13,83.76000213623047
514,2020-07-14,84.95999908447266
515,2020-07-15,85.04000091552734
516,2020-07-16,85.19999694824219
517,2020-07-17,85.52999877929688
518,2020-07-20,85.93000030517578
519,2020-07-21,85.5
520,2020-07-22,85.7300033569336
521,2020-07-23,84.54000091552734
522,2020-07-24,84.16000366210938
523,2020-07-27,84.4000015258789
524,2020-07-28,84.04000091552734
525,2020-07-29,84.8499984741211
526,2020-07-30,85.1500015258789
527,2020-07-31,85.44999694824219
528,2020-08-04,85.88999938964844
529,2020-08-05,86.05999755859375
530,2020-08-06,86.83000183105469
531,2020-08-07,87.45999908447266
532,2020-08-10,87.44000244140625
533,2020-08-11,86.5999984741211
534,2020-08-12,87.5
535,2020-08-13,87.05000305175781
536,2020-08-14,87.26000213623047
537,2020-08-17,87.19999694824219
538,2020-08-18,87.12000274658203
539,2020-08-19,87.0
540,2020-08-20,87.05000305175781
541,2020-08-21,87.51000213623047
542,2020-08-24,88.62999725341797
543,2020-08-25,88.62000274658203
544,2020-08-26,89.3499984741211
545,2020-08-27,89.36000061035156
546,2020-08-28,89.79000091552734
547,2020-08-31,89.18000030517578
548,2020-09-01,90.08000183105469
549,2020-09-02,91.41000366210938
550,2020-09-03,88.61000061035156
551,2020-09-04,87.47000122070312
552,2020-09-08,86.16000366210938
553,2020-09-09,87.44999694824219
554,2020-09-10,86.19999694824219
555,2020-09-11,86.0999984741211
556,2020-09-14,87.22000122070312
557,2020-09-15,87.44999694824219
558,2020-09-16,87.25
559,2020-09-17,86.19999694824219
560,2020-09-18,85.62999725341797
561,2020-09-21,85.30000305175781
562,2020-09-22,86.26000213623047
563,2020-09-23,84.5999984741211
564,2020-09-24,84.4800033569336
565,2020-09-25,86.30999755859375
566,2020-09-28,87.58999633789062
567,2020-09-29,87.5
568,2020-09-30,87.52999877929688
569,2020-10-01,87.77999877929688
570,2020-10-02,87.13999938964844
571,2020-10-05,88.38999938964844
572,2020-10-06,87.47000122070312
573,2020-10-07,88.7699966430664
574,2020-10-08,89.0
575,2020-10-09,89.30000305175781
576,2020-10-13,90.30000305175781
577,2020-10-14,89.9000015258789
578,2020-10-15,90.08999633789062
579,2020-10-16,89.9800033569336
580,2020-10-19,88.44999694824219
581,2020-10-20,88.54000091552734
582,2020-10-21,88.5199966430664
583,2020-10-22,88.81999969482422
584,2020-10-23,89.06999969482422
585,2020-10-26,87.5
586,2020-10-27,87.62000274658203
587,2020-10-28,85.19999694824219
588,2020-10-29,86.26000213623047
589,2020-10-30,85.30999755859375
590,2020-11-02,85.55000305175781
591,2020-11-03,87.04000091552734
592,2020-11-04,88.72000122070312
593,2020-11-05,89.66999816894531
594,2020-11-06,89.5199966430664
595,2020-11-09,90.41000366210938
596,2020-11-10,90.47000122070312
597,2020-11-11,91.43000030517578
598,2020-11-12,90.94000244140625
599,2020-11-13,92.30000305175781
600,2020-11-16,93.04000091552734
601,2020-11-17,92.58000183105469
602,2020-11-18,91.48999786376953
603,2020-11-19,91.62999725341797
604,2020-11-20,91.19999694824219
605,2020-11-23,91.75
606,2020-11-24,92.5199966430664
607,2020-11-25,92.44999694824219
608,2020-11-26,92.61000061035156
609,2020-11-27,92.13999938964844
610,2020-11-30,92.16999816894531
611,2020-12-01,92.80999755859375
612,2020-12-02,92.87999725341797
613,2020-12-03,92.55999755859375
614,2020-12-04,92.63999938964844
615,2020-12-07,92.62000274658203
616,2020-12-08,93.05000305175781
617,2020-12-09,92.0199966430664
618,2020-12-10,91.6500015258789
619,2020-12-11,91.6500015258789
620,2020-12-14,91.33000183105469
621,2020-12-15,91.76000213623047
622,2020-12-16,92.44000244140625
623,2020-12-17,92.79000091552734
624,2020-12-18,93.05000305175781
625,2020-12-21,93.05000305175781
626,2020-12-22,93.33999633789062
627,2020-12-23,92.95999908447266
628,2020-12-24,93.11000061035156
629,2020-12-29,93.69999694824219
630,2020-12-30,93.44999694824219
631,2020-12-31,93.77999877929688
632,2021-01-04,92.80000305175781
633,2021-01-05,92.77999877929688
634,2021-01-06,93.18000030517578
635,2021-01-07,94.5999984741211
636,2021-01-08,95.16000366210938
637,2021-01-11,95.25
638,2021-01-12,94.8499984741211
639,2021-01-13,95.0
640,2021-01-14,94.16999816894531
641,2021-01-15,94.33999633789062
642,2021-01-18,94.69999694824219
643,2021-01-19,95.0199966430664
644,2021-01-20,95.58999633789062
645,2021-01-21,95.62000274658203
646,2021-01-22,96.06999969482422
647,2021-01-25,96.4000015258789
648,2021-01-26,95.91000366210938
649,2021-01-27,94.05999755859375
650,2021-01-28,95.48999786376953
651,2021-01-29,93.19999694824219
652,2021-02-01,95.16000366210938
653,2021-02-02,96.38999938964844
654,2021-02-03,96.16999816894531
655,2021-02-04,97.44000244140625
656,2021-02-05,97.37000274658203
657,2021-02-08,97.80999755859375
658,2021-02-09,97.5
659,2021-02-10,97.43000030517578
660,2021-02-11,97.58000183105469
661,2021-02-12,98.0
662,2021-02-16,97.86000061035156
663,2021-02-17,98.05000305175781
664,2021-02-18,97.61000061035156
665,2021-02-19,96.87000274658203
666,2021-02-22,96.12000274658203
667,2021-02-23,96.18000030517578
668,2021-02-24,96.44000244140625
669,2021-02-25,94.91000366210938
670,2021-02-26,95.38999938964844
671,2021-03-01,96.95999908447266
672,2021-03-02,96.0199966430664
673,2021-03-03,95.04000091552734
674,2021-03-04,93.87000274658203
675,2021-03-05,95.56999969482422
676,2021-03-08,95.29000091552734
677,2021-03-09,96.30000305175781
678,2021-03-10,96.69999694824219
679,2021-03-11,97.01000213623047
680,2021-03-12,96.69999694824219
681,2021-03-15,97.25
682,2021-03-16,96.94999694824219
683,2021-03-17,96.9800033569336
684,2021-03-18,96.41999816894531
685,2021-03-19,96.25
686,2021-03-22,97.08000183105469
687,2021-03-23,96.80999755859375
688,2021-03-24,96.25
689,2021-03-25,97.16000366210938
690,2021-03-26,98.33000183105469
691,2021-03-29,98.5
692,2021-03-30,98.2300033569336
693,2021-03-31,98.44999694824219
694,2021-04-01,99.13999938964844
695,2021-04-05,100.51000213623047
696,2021-04-06,100.80000305175781
697,2021-04-07,101.2699966430664
698,2021-04-08,101.26000213623047
699,2021-04-09,101.73999786376953
700,2021-04-12,102.08999633789062
701,2021-04-13,102.16000366210938
702,2021-04-14,101.58999633789062
703,2021-04-15,102.9000015258789
704,2021-04-16,102.94999694824219
705,2021-04-19,102.61000061035156
706,2021-04-20,102.58000183105469
707,2021-04-21,102.55000305175781
708,2021-04-22,101.73999786376953
709,2021-04-23,102.62999725341797
710,2021-04-26,102.0999984741211
711,2021-04-27,102.25
712,2021-04-28,101.41000366210938
713,2021-04-29,101.76000213623047
714,2021-04-30,101.0999984741211
715,2021-05-03,101.26000213623047
716,2021-05-04,100.79000091552734
717,2021-05-05,100.75
718,2021-05-06,100.12000274658203
719,2021-05-07,101.22000122070312
720,2021-05-10,99.83000183105469
721,2021-05-11,98.83000183105469
722,2021-05-12,96.94999694824219
723,2021-05-13,98.5
724,2021-05-14,99.62000274658203
725,2021-05-17,98.87999725341797
726,2021-05-18,98.19999694824219
727,2021-05-19,98.11000061035156
728,2021-05-20,98.77999877929688
729,2021-05-21,98.7699966430664
730,2021-05-25,99.44999694824219
731,2021-05-26,100.13999938964844
732,2021-05-27,99.83999633789062
733,2021-05-28,100.05000305175781
734,2021-05-31,99.94999694824219
735,2021-06-01,100.0199966430664
736,2021-06-02,99.6500015258789
737,2021-06-03,100.0199966430664
738,2021-06-04,100.62000274658203
739,2021-06-07,100.5199966430664
740,2021-06-08,101.0
741,2021-06-09,100.80000305175781
742,2021-06-10,101.04000091552734
743,2021-06-11,101.63999938964844
744,2021-06-14,101.79000091552734
745,2021-06-15,102.0
746,2021-06-16,102.11000061035156
747,2021-06-17,102.93000030517578
748,2021-06-18,102.4000015258789
749,2021-06-21,102.91000366210938
750,2021-06-22,103.05000305175781
751,2021-06-23,102.93000030517578
752,2021-06-24,103.63999938964844
